clientReference,accountReference,effectiveDateTime
38547,338547,2000-10-05
38548,338548,2000-10-04
38549,338549,2000-10-03
38550,338550,2000-10-02
38551,338551,2000-10-01
38552,338552,2000-09-30
38553,338553,2000-09-29
38554,338554,2000-09-28
38555,338555,2000-09-27
38556,338556,2000-09-26
38557,338557,2000-09-25
38558,338558,2000-09-24
38559,338559,2000-09-23
38560,338560,2000-09-22
38561,338561,2000-09-21
38562,338562,2000-09-20
38563,338563,2000-09-19
38564,338564,2000-09-18
38565,338565,2000-09-17
38566,338566,2000-09-16
38567,338567,2000-09-15
38568,338568,2000-09-14
38569,338569,2000-09-13
38570,338570,2000-09-12
38571,338571,2000-09-11
38572,338572,2000-09-10
38573,338573,2000-09-09
38574,338574,2000-09-08
38575,338575,2000-09-07
38576,338576,2000-09-06
38577,338577,2000-09-05
38578,338578,2000-09-04
38579,338579,2000-09-03
38580,338580,2000-09-02
38581,338581,2000-09-01
38582,338582,2000-08-31
38583,338583,2000-08-30
38584,338584,2000-08-29
38585,338585,2000-08-28
38586,338586,2000-08-27
38587,338587,2000-08-26
38588,338588,2000-08-25
38589,338589,2000-08-24
38590,338590,2000-08-23
38591,338591,2000-08-22
38592,338592,2000-08-21
38593,338593,2000-08-20
38594,338594,2000-08-19
38595,338595,2000-08-18
38596,338596,2000-08-17
38597,338597,2000-08-16
38598,338598,2000-08-15
38599,338599,2000-08-14
38600,338600,2000-08-13
38601,338601,2000-08-12
38602,338602,2000-08-11
38603,338603,2000-08-10
38604,338604,2000-08-09
38605,338605,2000-08-08
38606,338606,2000-08-07
38607,338607,2000-08-06
38608,338608,2000-08-05
38609,338609,2000-08-04
38610,338610,2000-08-03
38611,338611,2000-08-02
38612,338612,2000-08-01
38613,338613,2000-07-31
38614,338614,2000-07-30
38615,338615,2000-07-29
38616,338616,2000-07-28
38617,338617,2000-07-27
38618,338618,2000-07-26
38619,338619,2000-07-25
38620,338620,2000-07-24
38621,338621,2000-07-23
38622,338622,2000-07-22
38623,338623,2000-07-21
38624,338624,2000-07-20
38625,338625,2000-07-19
38626,338626,2000-07-18
38627,338627,2000-07-17
38628,338628,2000-07-16
38629,338629,2000-07-15
38630,338630,2000-07-14
38631,338631,2000-07-13
38632,338632,2000-07-12
38633,338633,2000-07-11
38634,338634,2000-07-10
38635,338635,2000-07-09
38636,338636,2000-07-08
38637,338637,2000-07-07
38638,338638,2000-07-06
38639,338639,2000-07-05
38640,338640,2000-07-04
38641,338641,2000-07-03
38642,338642,2000-07-02
38643,338643,2000-07-01
38644,338644,2000-06-30
38645,338645,2000-06-29
38646,338646,2000-06-28
38647,338647,2000-06-27
38648,338648,2000-06-26
38649,338649,2000-06-25
38650,338650,2000-06-24
38651,338651,2000-06-23
38652,338652,2000-06-22
38653,338653,2000-06-21
38654,338654,2000-06-20
38655,338655,2000-06-19
38656,338656,2000-06-18
38657,338657,2000-06-17
38658,338658,2000-06-16
38659,338659,2000-06-15
38660,338660,2000-06-14
38661,338661,2000-06-13
38662,338662,2000-06-12
38663,338663,2000-06-11
38664,338664,2000-06-10
38665,338665,2000-06-09
38666,338666,2000-06-08
38667,338667,2000-06-07
38668,338668,2000-06-06
38669,338669,2000-06-05
38670,338670,2000-06-04
38671,338671,2000-06-03
38672,338672,2000-06-02
38673,338673,2000-06-01
38674,338674,2000-05-31
38675,338675,2000-05-30
38676,338676,2000-05-29
38677,338677,2000-05-28
38678,338678,2000-05-27
38679,338679,2000-05-26
38680,338680,2000-05-25
38681,338681,2000-05-24
38682,338682,2000-05-23
38683,338683,2000-05-22
38684,338684,2000-05-21
38685,338685,2000-05-20
38686,338686,2000-05-19
38687,338687,2000-05-18
38688,338688,2000-05-17
38689,338689,2000-05-16
38690,338690,2000-05-15
38691,338691,2000-05-14
38692,338692,2000-05-13
38693,338693,2000-05-12
38694,338694,2000-05-11
38695,338695,2000-05-10
38696,338696,2000-05-09
38697,338697,2000-05-08
38698,338698,2000-05-07
38699,338699,2000-05-06
38700,338700,2000-05-05
38701,338701,2000-05-04
38702,338702,2000-05-03
38703,338703,2000-05-02
38704,338704,2000-05-01
38705,338705,2000-04-30
38706,338706,2000-04-29
38707,338707,2000-04-28
38708,338708,2000-04-27
38709,338709,2000-04-26
38710,338710,2000-04-25
38711,338711,2000-04-24
38712,338712,2000-04-23
38713,338713,2000-04-22
38714,338714,2000-04-21
38715,338715,2000-04-20
38716,338716,2000-04-19
38717,338717,2000-04-18
38718,338718,2000-04-17
38719,338719,2000-04-16
38720,338720,2000-04-15
38721,338721,2000-04-14
38722,338722,2000-04-13
38723,338723,2000-04-12
38724,338724,2000-04-11
38725,338725,2000-04-10
38726,338726,2000-04-09
38727,338727,2000-04-08
38728,338728,2000-04-07
38729,338729,2000-04-06
38730,338730,2000-04-05
38731,338731,2000-04-04
38732,338732,2000-04-03
38733,338733,2000-04-02
38734,338734,2000-04-01
38735,338735,2000-03-31
38736,338736,2000-03-30
38737,338737,2000-03-29
38738,338738,2000-03-28
38739,338739,2000-03-27
38740,338740,2000-03-26
38741,338741,2000-03-25
38742,338742,2000-03-24
38743,338743,2000-03-23
38744,338744,2000-03-22
38745,338745,2000-03-21
38746,338746,2000-03-20
38747,338747,2000-03-19
38748,338748,2000-03-18
38749,338749,2000-03-17
38750,338750,2000-03-16
38751,338751,2000-03-15
38752,338752,2000-03-14
38753,338753,2000-03-13
38754,338754,2000-03-12
38755,338755,2000-03-11
38756,338756,2000-03-10
38757,338757,2000-03-09
38758,338758,2000-03-08
38759,338759,2000-03-07
38760,338760,2000-03-06
38761,338761,2000-03-05
38762,338762,2000-03-04
38763,338763,2000-03-03
38764,338764,2000-03-02
38765,338765,2000-03-01
38766,338766,2000-02-29
38767,338767,2000-02-28
38768,338768,2000-02-27
38769,338769,2000-02-26
38770,338770,2000-02-25
38771,338771,2000-02-24
38772,338772,2000-02-23
38773,338773,2000-02-22
38774,338774,2000-02-21
38775,338775,2000-02-20
38776,338776,2000-02-19
38777,338777,2000-02-18
38778,338778,2000-02-17
38779,338779,2000-02-16
38780,338780,2000-02-15
38781,338781,2000-02-14
38782,338782,2000-02-13
38783,338783,2000-02-12
38784,338784,2000-02-11
38785,338785,2000-02-10
38786,338786,2000-02-09
38787,338787,2000-02-08
38788,338788,2000-02-07
38789,338789,2000-02-06
38790,338790,2000-02-05
38791,338791,2000-02-04
38792,338792,2000-02-03
38793,338793,2000-02-02
38794,338794,2000-02-01
38795,338795,2000-01-31
38796,338796,2000-01-30
38797,338797,2000-01-29
38798,338798,2000-01-28
38799,338799,2000-01-27
38800,338800,2000-01-26
38801,338801,2000-01-25
38802,338802,2000-01-24
38803,338803,2000-01-23
38804,338804,2000-01-22
38805,338805,2000-01-21
38806,338806,2000-01-20
38807,338807,2000-01-19
38808,338808,2000-01-18
38809,338809,2000-01-17
38810,338810,2000-01-16
38811,338811,2000-01-15
38812,338812,2000-01-14
38813,338813,2000-01-13
38814,338814,2000-01-12
38815,338815,2000-01-11
38816,338816,2000-01-10
38817,338817,2000-01-09
38818,338818,2000-01-08
38819,338819,2000-01-07
38820,338820,2000-01-06
38821,338821,2000-01-05
38822,338822,2000-01-04
38823,338823,2000-01-03
38824,338824,2000-01-02
38825,338825,2000-01-01
38826,338826,1999-12-31
38827,338827,1999-12-30
38828,338828,1999-12-29
38829,338829,1999-12-28
38830,338830,1999-12-27
38831,338831,1999-12-26
38832,338832,1999-12-25
38833,338833,1999-12-24
38834,338834,1999-12-23
38835,338835,1999-12-22
38836,338836,1999-12-21
38837,338837,1999-12-20
38838,338838,1999-12-19
38839,338839,1999-12-18
38840,338840,1999-12-17
38841,338841,1999-12-16
38842,338842,1999-12-15
38843,338843,1999-12-14
38844,338844,1999-12-13
38845,338845,1999-12-12
38846,338846,1999-12-11
38847,338847,1999-12-10
38848,338848,1999-12-09
38849,338849,1999-12-08
38850,338850,1999-12-07
38851,338851,1999-12-06
38852,338852,1999-12-05
38853,338853,1999-12-04
38854,338854,1999-12-03
38855,338855,1999-12-02
38856,338856,1999-12-01
38857,338857,1999-11-30
38858,338858,1999-11-29
38859,338859,1999-11-28
38860,338860,1999-11-27
38861,338861,1999-11-26
38862,338862,1999-11-25
38863,338863,1999-11-24
38864,338864,1999-11-23
38865,338865,1999-11-22
38866,338866,1999-11-21
38867,338867,1999-11-20
38868,338868,1999-11-19
38869,338869,1999-11-18
38870,338870,1999-11-17
38871,338871,1999-11-16
38872,338872,1999-11-15
38873,338873,1999-11-14
38874,338874,1999-11-13
38875,338875,1999-11-12
38876,338876,1999-11-11
38877,338877,1999-11-10
38878,338878,1999-11-09
38879,338879,1999-11-08
38880,338880,1999-11-07
38881,338881,1999-11-06
38882,338882,1999-11-05
38883,338883,1999-11-04
38884,338884,1999-11-03
38885,338885,1999-11-02
38886,338886,1999-11-01
38887,338887,1999-10-31
38888,338888,1999-10-30
38889,338889,1999-10-29
38890,338890,1999-10-28
38891,338891,1999-10-27
38892,338892,1999-10-26
38893,338893,1999-10-25
38894,338894,1999-10-24
38895,338895,1999-10-23
38896,338896,1999-10-22
38897,338897,1999-10-21
38898,338898,1999-10-20
38899,338899,1999-10-19
38900,338900,1999-10-18
38901,338901,1999-10-17
38902,338902,1999-10-16
38903,338903,1999-10-15
38904,338904,1999-10-14
38905,338905,1999-10-13
38906,338906,1999-10-12
38907,338907,1999-10-11
38908,338908,1999-10-10
38909,338909,1999-10-09
38910,338910,1999-10-08
38911,338911,1999-10-07
38912,338912,1999-10-06
38913,338913,1999-10-05
38914,338914,1999-10-04
38915,338915,1999-10-03
38916,338916,1999-10-02
38917,338917,1999-10-01
38918,338918,1999-09-30
38919,338919,1999-09-29
38920,338920,1999-09-28
38921,338921,1999-09-27
38922,338922,1999-09-26
38923,338923,1999-09-25
38924,338924,1999-09-24
38925,338925,1999-09-23
38926,338926,1999-09-22
38927,338927,1999-09-21
38928,338928,1999-09-20
38929,338929,1999-09-19
38930,338930,1999-09-18
38931,338931,1999-09-17
38932,338932,1999-09-16
38933,338933,1999-09-15
38934,338934,1999-09-14
38935,338935,1999-09-13
38936,338936,1999-09-12
38937,338937,1999-09-11
38938,338938,1999-09-10
38939,338939,1999-09-09
38940,338940,1999-09-08
38941,338941,1999-09-07
38942,338942,1999-09-06
38943,338943,1999-09-05
38944,338944,1999-09-04
38945,338945,1999-09-03
38946,338946,1999-09-02
38947,338947,1999-09-01
38948,338948,1999-08-31
38949,338949,1999-08-30
38950,338950,1999-08-29
38951,338951,1999-08-28
38952,338952,1999-08-27
38953,338953,1999-08-26
38954,338954,1999-08-25
38955,338955,1999-08-24
38956,338956,1999-08-23
38957,338957,1999-08-22
38958,338958,1999-08-21
38959,338959,1999-08-20
38960,338960,1999-08-19
38961,338961,1999-08-18
38962,338962,1999-08-17
38963,338963,1999-08-16
38964,338964,1999-08-15
38965,338965,1999-08-14
38966,338966,1999-08-13
38967,338967,1999-08-12
38968,338968,1999-08-11
38969,338969,1999-08-10
38970,338970,1999-08-09
38971,338971,1999-08-08
38972,338972,1999-08-07
38973,338973,1999-08-06
38974,338974,1999-08-05
38975,338975,1999-08-04
38976,338976,1999-08-03
38977,338977,1999-08-02
38978,338978,1999-08-01
38979,338979,1999-07-31
38980,338980,1999-07-30
38981,338981,1999-07-29
38982,338982,1999-07-28
38983,338983,1999-07-27
38984,338984,1999-07-26
38985,338985,1999-07-25
38986,338986,1999-07-24
38987,338987,1999-07-23
38988,338988,1999-07-22
38989,338989,1999-07-21
38990,338990,1999-07-20
38991,338991,1999-07-19
38992,338992,1999-07-18
38993,338993,1999-07-17
38994,338994,1999-07-16
38995,338995,1999-07-15
38996,338996,1999-07-14
38997,338997,1999-07-13
38998,338998,1999-07-12
38999,338999,1999-07-11
39000,339000,1999-07-10
39001,339001,1999-07-09
39002,339002,1999-07-08
39003,339003,1999-07-07
39004,339004,1999-07-06
39005,339005,1999-07-05
39006,339006,1999-07-04
39007,339007,1999-07-03
39008,339008,1999-07-02
39009,339009,1999-07-01
39010,339010,1999-06-30
39011,339011,1999-06-29
39012,339012,1999-06-28
39013,339013,1999-06-27
39014,339014,1999-06-26
39015,339015,1999-06-25
39016,339016,1999-06-24
39017,339017,1999-06-23
39018,339018,1999-06-22
39019,339019,1999-06-21
39020,339020,1999-06-20
39021,339021,1999-06-19
39022,339022,1999-06-18
39023,339023,1999-06-17
39024,339024,1999-06-16
39025,339025,1999-06-15
39026,339026,1999-06-14
39027,339027,1999-06-13
39028,339028,1999-06-12
39029,339029,1999-06-11
39030,339030,1999-06-10
39031,339031,1999-06-09
39032,339032,1999-06-08
39033,339033,1999-06-07
39034,339034,1999-06-06
39035,339035,1999-06-05
39036,339036,1999-06-04
39037,339037,1999-06-03
39038,339038,1999-06-02
39039,339039,1999-06-01
39040,339040,1999-05-31
39041,339041,1999-05-30
39042,339042,1999-05-29
39043,339043,1999-05-28
39044,339044,1999-05-27
39045,339045,1999-05-26
39046,339046,1999-05-25
39047,339047,1999-05-24
39048,339048,1999-05-23
39049,339049,1999-05-22
39050,339050,1999-05-21
39051,339051,1999-05-20
39052,339052,1999-05-19
39053,339053,1999-05-18
39054,339054,1999-05-17
39055,339055,1999-05-16
39056,339056,1999-05-15
39057,339057,1999-05-14
39058,339058,1999-05-13
39059,339059,1999-05-12
39060,339060,1999-05-11
39061,339061,1999-05-10
39062,339062,1999-05-09
39063,339063,1999-05-08
39064,339064,1999-05-07
39065,339065,1999-05-06
39066,339066,1999-05-05
39067,339067,1999-05-04
39068,339068,1999-05-03
39069,339069,1999-05-02
39070,339070,1999-05-01
39071,339071,1999-04-30
39072,339072,1999-04-29
39073,339073,1999-04-28
39074,339074,1999-04-27
39075,339075,1999-04-26
39076,339076,1999-04-25
39077,339077,1999-04-24
39078,339078,1999-04-23
39079,339079,1999-04-22
39080,339080,1999-04-21
39081,339081,1999-04-20
39082,339082,1999-04-19
39083,339083,1999-04-18
39084,339084,1999-04-17
39085,339085,1999-04-16
39086,339086,1999-04-15
39087,339087,1999-04-14
39088,339088,1999-04-13
39089,339089,1999-04-12
39090,339090,1999-04-11
39091,339091,1999-04-10
39092,339092,1999-04-09
39093,339093,1999-04-08
39094,339094,1999-04-07
39095,339095,1999-04-06
39096,339096,1999-04-05
39097,339097,1999-04-04
39098,339098,1999-04-03
39099,339099,1999-04-02
39100,339100,1999-04-01
39101,339101,1999-03-31
39102,339102,1999-03-30
39103,339103,1999-03-29
39104,339104,1999-03-28
39105,339105,1999-03-27
39106,339106,1999-03-26
39107,339107,1999-03-25
39108,339108,1999-03-24
39109,339109,1999-03-23
39110,339110,1999-03-22
39111,339111,1999-03-21
39112,339112,1999-03-20
39113,339113,1999-03-19
39114,339114,1999-03-18
39115,339115,1999-03-17
39116,339116,1999-03-16
39117,339117,1999-03-15
39118,339118,1999-03-14
39119,339119,1999-03-13
39120,339120,1999-03-12
39121,339121,1999-03-11
39122,339122,1999-03-10
39123,339123,1999-03-09
39124,339124,1999-03-08
39125,339125,1999-03-07
39126,339126,1999-03-06
39127,339127,1999-03-05
39128,339128,1999-03-04
39129,339129,1999-03-03
39130,339130,1999-03-02
39131,339131,1999-03-01
39132,339132,1999-02-28
39133,339133,1999-02-27
39134,339134,1999-02-26
39135,339135,1999-02-25
39136,339136,1999-02-24
39137,339137,1999-02-23
39138,339138,1999-02-22
39139,339139,1999-02-21
39140,339140,1999-02-20
39141,339141,1999-02-19
39142,339142,1999-02-18
39143,339143,1999-02-17
39144,339144,1999-02-16
39145,339145,1999-02-15
39146,339146,1999-02-14
39147,339147,1999-02-13
39148,339148,1999-02-12
39149,339149,1999-02-11
39150,339150,1999-02-10
39151,339151,1999-02-09
39152,339152,1999-02-08
39153,339153,1999-02-07
39154,339154,1999-02-06
39155,339155,1999-02-05
39156,339156,1999-02-04
39157,339157,1999-02-03
39158,339158,1999-02-02
39159,339159,1999-02-01
39160,339160,1999-01-31
39161,339161,1999-01-30
39162,339162,1999-01-29
39163,339163,1999-01-28
39164,339164,1999-01-27
39165,339165,1999-01-26
39166,339166,1999-01-25
39167,339167,1999-01-24
39168,339168,1999-01-23
39169,339169,1999-01-22
39170,339170,1999-01-21
39171,339171,1999-01-20
39172,339172,1999-01-19
39173,339173,1999-01-18
39174,339174,1999-01-17
39175,339175,1999-01-16
39176,339176,1999-01-15
39177,339177,1999-01-14
39178,339178,1999-01-13
39179,339179,1999-01-12
39180,339180,1999-01-11
39181,339181,1999-01-10
39182,339182,1999-01-09
39183,339183,1999-01-08
39184,339184,1999-01-07
39185,339185,1999-01-06
39186,339186,1999-01-05
39187,339187,1999-01-04
39188,339188,1999-01-03
39189,339189,1999-01-02
39190,339190,1999-01-01
39191,339191,1998-12-31
39192,339192,1998-12-30
39193,339193,1998-12-29
39194,339194,1998-12-28
39195,339195,1998-12-27
39196,339196,1998-12-26
39197,339197,1998-12-25
39198,339198,1998-12-24
39199,339199,1998-12-23
39200,339200,1998-12-22
39201,339201,1998-12-21
39202,339202,1998-12-20
39203,339203,1998-12-19
39204,339204,1998-12-18
39205,339205,1998-12-17
39206,339206,1998-12-16
39207,339207,1998-12-15
39208,339208,1998-12-14
39209,339209,1998-12-13
39210,339210,1998-12-12
39211,339211,1998-12-11
39212,339212,1998-12-10
39213,339213,1998-12-09
39214,339214,1998-12-08
39215,339215,1998-12-07
39216,339216,1998-12-06
39217,339217,1998-12-05
39218,339218,1998-12-04
39219,339219,1998-12-03
39220,339220,1998-12-02
39221,339221,1998-12-01
39222,339222,1998-11-30
39223,339223,1998-11-29
39224,339224,1998-11-28
39225,339225,1998-11-27
39226,339226,1998-11-26
39227,339227,1998-11-25
39228,339228,1998-11-24
39229,339229,1998-11-23
39230,339230,1998-11-22
39231,339231,1998-11-21
39232,339232,1998-11-20
39233,339233,1998-11-19
39234,339234,1998-11-18
39235,339235,1998-11-17
39236,339236,1998-11-16
39237,339237,1998-11-15
39238,339238,1998-11-14
39239,339239,1998-11-13
39240,339240,1998-11-12
39241,339241,1998-11-11
39242,339242,1998-11-10
39243,339243,1998-11-09
39244,339244,1998-11-08
39245,339245,1998-11-07
39246,339246,1998-11-06
39247,339247,1998-11-05
39248,339248,1998-11-04
39249,339249,1998-11-03
39250,339250,1998-11-02
39251,339251,1998-11-01
39252,339252,1998-10-31
39253,339253,1998-10-30
39254,339254,1998-10-29
39255,339255,1998-10-28
39256,339256,1998-10-27
39257,339257,1998-10-26
39258,339258,1998-10-25
39259,339259,1998-10-24
39260,339260,1998-10-23
39261,339261,1998-10-22
39262,339262,1998-10-21
39263,339263,1998-10-20
39264,339264,1998-10-19
39265,339265,1998-10-18
39266,339266,1998-10-17
39267,339267,1998-10-16
39268,339268,1998-10-15
39269,339269,1998-10-14
39270,339270,1998-10-13
39271,339271,1998-10-12
